text,label,type
"A fool would claim that the world is flat, like a carpet.",Bullying ,Vocational
Islam was proclaimed to be a whole religion by the prophet Muhammad (s.a.w.,Bullying ,Religion
Why do Muslims insist that women dress modestly and remain at home?,Bullying ,Sexual
This is what I want to do.,Not-Bullying,
I'm serious!,Not-Bullying,
Damn fine,Not-Bullying ,
I adore this location,Not-Bullying ,
Screw this,Not-Bullying ,
You're lying.,Not-Bullying ,
"Regards, Kitty",Not-Bullying,
You identify as a third gender.,Bullying ,Vocational 
expecting you,Bullying ,Troll
I abhor you.,Bullying ,Troll
"Hey girl, I go to bed at night.",Bullying,Sexual
Lucky Charms offends me.,Not-Bullying ,
All people are threatened by nuclear weapons.,Bullying ,Threats
Any terrorist must be taken by the police.,Bullying ,Threats
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying ,Threats 
Three major railway stations were shut down.,Not-Bullying,
Police security was made available to the prosecution's main witness after she received,Bullying ,Threats 
It would stun you to realize that Allah is the one and only true God if you are not a Muslim till the day of judgment.,Bullying ,Religion
"This weekend, expect unrest from the hardline Christians who support him.",Bullying,Religion
It's just another workday.,Not-Bullying,
"Dawg, I want to make this woman suffer.",Bullying,Vocational
"Answer my questions, you moron. Verses from the Qur'an that mention all Muslims going to Hell were given to me.",Bullying,Religion
"How about you, little nigga, quit asking questions?",Bullying,Sexual
Jinna asked for direct action to slaughter Hindus in order to split India on the basis of Islam.,Bullying,Religion
viewing a film,Not-Bullying ,
Your noods are fierce.,Bullying ,Threats 
I now know what to watch tomorrow while having breakfast.,Not-Bullying ,
"You are a terrible student, hehe",Bullying ,Sexual
It's a beautiful video!,Not-Bullying,
This video deserves to go viral.,Bullying ,Troll
"My buddy, you are the upcoming tik-tok mega star.",Not-Bullying ,
I can't believe it's you; continue developing and acting.,Not-Bullying ,
I really enjoy watching your TikTok videos; they're so fun.,Bullying ,Troll
.. They are adorable. .I'm sad to learn that some individuals believe all Thai K-POP fans despise them since they're not,Bullying ,Vocational 
"Hey girl, 1000 tk every night",Bullying ,Sexual
You're a moron.,Bullying,Troll
I composed some orchestral pieces.,Not-Bullying ,
What a shame for those who were harmed or vulnerable by it.,Bullying ,Vocational 
"On your forehead, get a tattoo of that stuff.",Not-Bullying,
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.,Not-Bullying,
This isn't going to work since none of us are 12 years old or younger.,Bullying,Vocational
You appear to be gorgeous!,Not-Bullying,
My day is made brighter by your grin!,Not-Bullying,
This article made me chuckle. I appreciate you sharing!,Not-Bullying,
Your experiences are always so awesome!,Bullying,Sexual
I appreciate your support. You've saved my life!,Not-Bullying,
Thank you for being a part of my life.,Not-Bulllying,
"Yes, that image is similar to that of a hero.",Not-Bullying,
Your passion and perseverance are really remarkable.,Bullying,Vocational
Let me know if you ever need a helping hand.,Bullying,Vocational
I'm here to help you however I can.,Not-Bullying,
Never be reluctant to get in touch if you need anything.,Not-Bullying,
"Shoddy workmanship, please",Not-Bullying,
May your birthday be blessed with pleasure and happiness.,Not-Bullying,
"Enjoy your day, you're another year wiser and more amazing!",Not-Bullying,
Your birthday is a reminder of how precious you are. Have a terrific party!,Not-Bullying,
When a person recounts a true story:,Not-Bullying,
Your photographic abilities are amazing; each image contains a narrative.,Not-Bulyying,
"You lead by example, and your leadership style is admirable.",Not-Bullying,
It's admirable the way you manage difficulties and inspire your group.,Not-Bullying,
"A great leader, you bring out the best in everyone you work with!",Not-Bullying,
Your talent is limitless!,Not-Bullying,
You have a remarkable command of language.,Not-Bullying,
"No matter what, I'm here for you, and we'll get through this together.",Not-Bullying,
"I know you're tremendously strong, and I know you can get through this.",Not-Bullying,
I'm sending you all the energy and fortitude you need right now.,Not-Bullying,
recognizing creative talent in others,Not-Bullying,
You truly have gifted the world with your artistic abilities. Create more!,Not-Bullying,
"Your wedding was a magnificent occasion, and your love story is lovely.",Not-Bullying,
May your path as a couple be filled with unforgettable experiences and special moments.,Not-Bullying,
Your creative ability never ceases to surprise me.,Not-Bullying,
Your enthusiasm for [insert interest] is motivational.,Not-Bullying,
Have faith in yourself; you can do this.,Not-Bullying,
Keep trying; you're more resilient than you realize.,Not-Bullying,
Your commitment and effort are bearing fruit. Keep going!,Not-Bullying,
You've accomplished a goal that many others strive for. Good work!,Not-Bullying,
Your perseverance and ability are demonstrated by your achievement.,Not-Bullying,
"No matter what, I'm here for you.",Not-Bullying,
Your fortitude is admirable.,Bullyinfg,Vocational
The films they have are all of the adult variety.,Bullying,Sexual
You require a really warm clothing.,Bullying,Sexual
You appear too attractive.,Bullying,Ethnicity
Memes are shared widely and are often favorable.,Bullying,Troll
You are very innocent and lovely.,Not-Bullying,
You are a pitiful failure even as a troll.,Bullying,Troll
George Floyd would be ashamed of this.,Bullying ,Vocational
"can't stop watching this, honestly",Bullying ,Threats 
What size are you?,Bullying ,Vocational
Best wishes on your well-earned success!,Not-Bullying,
Enjoy its you've worked so hard for it!,Not-Bullying,
Your accomplishments never cease to motivate us all.,Not-Bullying,
"You could do it, I knew it! Well done!",Not-Bullying,
I appreciate you sharing your amazing tale.,Not-Bullying,
So many of us can relate to what you've gone through. It's not just you.,Not-Bullying,
"It takes guts to share something like this, so bravo. You're having an impact.",Not-Bullying,
Inspiration for a fresh endeavor:,Not-Bullying,
I want to go to the club with you.,Bullying,Sexual
Sexting party in Cholo,Bullying,Sexual
"If you ever need to chat, let me know.",Bullying,Sexual
I can picture how difficult that must be.,Bullying,Sexual
Love and good energies are being sent your way at this trying time.,Not-Bullying,
"Your emotions are legitimate, and I'm here to help you.",Not-Bullying,
You totally owned the stage! Such an amazing performance!,Not-Bullying,
"You truly have gifted the world with your artistic abilities. Create more!""",Not-Bullying,
I'm continually in awe of your imagination; it knows no limits.,Not-Bullying,
I'm looking forward to seeing what you do next since your work is a gem.,Not-Bullying,
promoting progress and personal development:,Not-Bullying,
"You supplied passages from the Qur'an that mention all Muslims going to Hell, you fool, respond to my allegations.",Bullying,Religion
Tit Tut Tit India hahahaaaa,Bullying,Religion
Well done; I was engrossed from start to finish.,Not-Bullying,
when a person announces good news:,Not-Bullying,
"Hahaha, well then, be careful.",Not-Bullying,
"It might be scary to start something new, but I know you can do it.",Not-Bullying,
Accept this chance with confidence; you're up to the task.,Not-Bullying,
"Go for it, I can't wait to see where this trip takes you!",Not-Bullying,
"You idiots, let the law do its due diligence!",Bullying,Ethnicity
Please remain with me for one night.,Bullying,Ethnicity
"Keep improving, your dedication to self-improvement is admirable.",Not-Bullying,
You're doing well! Every day is an opportunity to become a better version of yourself.,Not-Bullying,
Your commitment to personal development is an investment in your success in the long run.,Not-Bullying,
What excellent news for you! I'm so pleased for you!,Not-Bullying,
We are all happy for you and your achievement.,Not-Bullying,
The most exciting thing I've heard all day is this!,Not-Bullying,
Your optimism spreads like wildfire!,Not-Bullying,
Hot women,Bullying,Sexual
how dull the political system is,Bullying,Troll
How did bal besi get?,Bullying,Threat
"Without our sex night, it couldn't have happened.",Bullying,Sexual
The population speaks far too much,Not-Bullying,
Thank you for your dedication; you've earned this promotion.,Not-Bullying,
You make a tremendous contribution to the group. You are a valuable member of our team.,Not-Bullying,
Your accomplishments set a high bar for us all to aim for.,Not-Bullying,
Thanking a friend for their friendship:,Not-Bullying,
To have a buddy like you is a blessing. I appreciate you being there for me.,Not-Bullying,
I value our friendship immensely. I treasure our time together.,Not-Bullying,
You are one of the brightest threads in the life's tapestry.,Not-Bullying,
People are careless with their posts.,Not-Bullying,
The management position is detrimental to society.,Not-Bullying,
The Society is able to address all of its negative aspects.,Not-Bullying,
Social folks are far too negative.,Bullying,Troll
The memes are funny like you,Bullying,Troll
This image is beautiful beyond words. You are quite talented at catching special moments.,Not-Bullying,
You brilliantly encapsulated the essence of the situation.,Not-Bullying,
Your photographic talent is remarkable; each image conveys a narrative.,Not-Bullying,
expressing respect for knowledge in others:,Not-Bullying,
Let's discuss sex.,Bullying,Sexual
Let's discuss the garbage team.,Bullying,Vocational
Your behind is far too hot.,Bullying,Religion
The people of mango are terrible.,Bullying,Political
Your observations always provide a new angle. You teach me so much.,Not-Bullying,
Your knowledge serves as a beacon in my life.,Not-Bullying,
Your breadth of knowledge and understanding never ceases to amaze and inspire me.,Not-Bullying,
lauding a leader's ability to lead:,Not-Bullying,
You're a rabbinical.,Bullying ,Political
Her productivity level is far too low.,Bullying ,Vocational
janle uthan baka at night,Bullying ,Troll
Enjoy a wonderful birthday party as a reminder of how amazing you are!,Not-Bullying,
Your skill is more brilliant than the stars.,Not-Bullying,
I can sense your enthusiasm in each action you take.,Not-Bullying,
You have a gift that should be made available to everyone.,Not-Bullying,
This is just pure artistry in motion.,Not-Bullying,
You make it seem so simple; that takes real talent!,Not-Bullying,
Keep sharing your positivity; it is contagious!,Not-Bullying,
Every film you produce is a work of art.,Not-Bullying,
The most enjoyable aspect of this video is your smile.,Not-Bullying,
"I always look forward to what you'll share next,",Not-Bullying,
"Keep shining, you're an inspiration to us all.",Not-Bullying,
More people like you are needed in the world.,Not-Bullying,
Your spirit is so uplifted; I appreciate you making my day!,Not-Bullying,
You are living proof that effort pays off.,Not-Bullying,
I find it fascinating how you express yourself!,Not-Bullying,
"Your content brightens up my feed, I said.",Not-Bullying,
You're making more than simply films; you're making memories.,Not-Bullying,
Your capacity for creativity is endless.,Not-Bullying,
Keep pursuing your goals; you're headed in the right direction.,Not-Bullying,
"Your videos demonstrate your kind heart, which is evident.",Not-Bullying,
Thanks for being you; you make TikTok a better place.,Not-Bullying,
Unrealities and Dreams,Not-Bullying,
Secrets and whispers,Not-Bullying,
"U sells condoms, ha ha",Bullying ,Troll
You are a rude person.,Bullying ,Vocational 
the start of world war,Bullying ,Ethnicity 
Anybody would be delighted to see your grin.,Not-Bullying,
May you achieve all of your goals and aspirations.,Not-Bullying,
You can refer to it as true love.,Not-Bullying,
"In every light, you appear flawless.",Not-Bullying,
Such a lovely image.,Not-Bullying,
"Wow, what a work of art.",Not-Bullying,
I just can't help but compliment you.,Not-Bullying,
What a wonderful picture this is.,Not-Bullying,
looking fantastic. Remain calm.,Not-Bullying,
A true gentleman looks like that.,Not-Bullying,
I'm really proud of you since you're doing such a wonderful job.,Not-Bullying,
This image is hot. Impressed.,Bullying,Sexual
I was unaware of your latent abilities.,Not-Bullying,
One of the finest Facebook friends I have is you.,Not-Bullying,
Very attractive and fit.,Not-Bullying,
Love the photo. You performed admirably.,Not-Bullying,
"Excellent, you are in charge.",Not-Bullying,
You are such a clever person.,Not-Bullying,
Your energy level is quite impressive.,Not-Bullying,
Next-level in terms of creativity.,Not-Bullying,
"Oh, the sweetness is too much for me to stomach.",Not-Bullying,
The finest thing to read in the morning is your posts.,Not-Bullying,
How come everyone of your posts is so flawless!,Not-Bullying,
"Well, the ""Like"" button is insufficient for a post like this.",Not-Bullying,
looks quite different from how you remember it. You look terrific.,Not-Bullying,
"Wow, you have such a great sense of style.",Not-Bullying,
Do you know what makes this photo so lovely? Everything.,Not-Bullying,
My opinion of you has totally altered as a result of this post.,Not-Bullying,
The next Facebook sensation is you. Roll on.,Not-Bullying,
How can you be so flawlessâthat's against the law.,Not-Bullying,
Such a wonderful image that it may make someone envious.,Not-Bullying,
It's quite difficult to look away from this image.,Not-Bullying,
You just leave us in awe with a whole makeover.,Not-Bullying,
"Whatever you wear, you always look beautiful.",Not-Bullying,
looking exceedingly attractive or handsome.,Not-Bullying,
I want to meet you sometime since you seem like such a great person.,Not-Bullying,
"Beyond praise and admiration, you are very beautiful.",Not-Bullying,
No one emoticon or essay can adequately capture your personality.,Not-Bullying,
"Despite comparison attempts from others, you are unique.",Not-Bullying,
Always maintain your perfection and have fun.,Not-Bullying,
You have such a fantastic profile picture.,Not-Bullying,
"You're rocking the planet, I love the excitement.",Not-Bullying,
Why is your DP so flawless in every way?,Not-Bullying,
You look so cool or hot.,Not-Bullying,
Send me naked pictures.,Bullying,Sexual
I want to see below their garments.,Bullying,Sexual
"If you don't comply with my requests, I'll reveal those images.",Bullying,Sexual
"With you around, I lose control.",Bullying,Sexual
"If you allow me, I can fulfill your fantasies.",Bullying,Sexual
"In any case, I'm going to claim you as mine.",Bullying,Sexual
You're only being deceptive.,Bullying,Sexual
"If you don't do what I tell you to, I'll reveal you.",Bullying,Sexual
"To me, you are only some meat.",Bullying,Sexual
"Whether you realize it or not, you're manipulating me.",Bullying,Sexual
You ought to be appreciative of my time.,Bullying,Sexual
You're so stiff; let loose a little.,Bullying,Sexual
"If you don't cooperate, I'll reveal those photographs to everyone.",Bullying,Sexual
"When I see you, I can't control my urges.",Bullying,Sexual
You're only inviting trouble.,Bullying,Sexual
You'll regret turning me down.,Bullying,Sexual
I'll see to it that you pay for refusing.,Bullying,Sexual
I only use you as a toy.,Bullying,Sexual
I won't let you get away.,Bullying,Sexual
You should not have trusted me in the first place.,Bullying,Vocational
"You'll regret having crossed me, I promise.",Bullying,Vocational
"Nobody can resist me, not even you.",Bullying,Vocational
"Send me graphic images, or I'll leak your information.",Bullying,Vocational
You should feel honored by my interest.,Bullying,Vocational
"Until you consent to my approaches, I won't stop.",Bullying,Vocational
"Relax, don't be such a prude.",Bullying,Vocational
"If you don't comply with my demands, I'll make your life miserable.",Bullying,Vocational
I may comment whenever I want on your physique.,Bullying,Vocational
"You must relish the spotlight, don't you?",Bullying,Vocational
I'll destroy your name if you don't send nudes.,Bullying,Vocational
"No matter what you do, you cannot ignore my messages.",Bullying,Vocational
"Until you reply, I'll keep sending you explicit stuff.",Bullying,Vocational
I guess you enjoy how I talk to you.,Bullying,Vocational
I have a right to your body.,Bullying,Vocational
"Just being a tease, you.",Bullying,Vocational
"Whether you say ""no,"" I still know you want it.",Bullying,Vocational
You cannot evade my approaches.,Bullying,Vocational
"Online and off, I'll pursue you until you cave.",Bullying,Vocational
I was forced to send those texts by you.,Bullying,Vocational
You're begging for it with how exposed your clothing is.,Bullying,Vocational
I'm hoping you get harmed and vanish.,Bullying,Vocational
"You're despised by everyone, and you deserve it.",Bullying,Vocational
You should simply go away; you are useless.,Bullying,Vocational
Why don't you simply leave us alone and do us all a favor?,Bullying,Vocational
"You are such a loser, it makes me uncomfortable.",Bullying,Vocational
You take up too much room.,Bullying,Vocational
I would rather you never existed.,Bullying,Vocational
"Just kill yourself, please.",Bullying,Vocational
You are really unattractive and chubby.,Bullying,Vocational
You are too dimwitted to comprehend anything.,Bullying,Vocational
You are not wanted here.,Bullying,Vocational
Everyone around you is burdened by you.,Bullying,Vocational
You'll never be happy or in love.,Bullying,Vocational
"You are a freak, and freaks are despised.",Bullying,Vocational
You'll always be by yourself.,Bullying,Vocational
Everyone is making fun of you because you are a joke.,Bullying,Vocational
You are abhorrent.,Bullying,Vocational
I wish you pain.,Bullying,Vocational
You are such a wimp.,Bullying,Vocational
You only want people to notice you.,Bullying,Vocational
Nothing you say is taken seriously.,Bullying,Vocational
You bother me so much.,Bullying,Vocational
Being near you is unbearable to me.,Bullying,Vocational
You're an outcast with no pals.,Bullying,Vocational
You'll never match my caliber.,Bullying,Vocational
"In everything you do, you fail.",Bullying,Vocational
You are really pitiful.,Bullying,Vocational
I'm eager to witness your failure.,Bullying,Vocational
You are such a letdown.,Bullying,Vocational
"If you believe that anyone likes you, you are deluded.",Bullying,Vocational
"Just a waste of oxygen, you.",Bullying,Vocational
You will never be loved.,Bullying,Vocational
You are a natural freak.,Bullying,Vocational
Your monster status.,Bullying,Vocational
"Simply put, you are a burden to everyone around you.",Bullying,Vocational
Why are you even here?,Bullying,Vocational
You always fail so miserably.,Bullying,Vocational
I'm shocked by how stupid you are.,Bullying,Vocational
You have no chance.,Bullying,Vocational
"You will certainly regret ever crossing me, I promise.",Bullying,Vocational
You are so vulnerable and frail.,Bullying,Vocational
What a coward you are.,Bullying,Vocational
You're a complete whiner.,Bullying,Vocational
All of your secrets will be revealed by me.,Bullying,Vocational
You are such a dupe.,Bullying,Vocational
"Just a waste of space, you.",Bullying,Vocational
You will never blend in.,Bullying,Vocational
You'll always be the odd one out.,Bullying,Vocational
I'll make sure that everyone is aware of how pitiful you are.,Bullying,Vocational
You're so simple to control.,Bullying,Vocational
Never will you have any true pals.,Bullying,Vocational
You are only a loser.,Bullying,Vocational
"In front of everyone you know, I'm going to make fun of you.",Bullying,Vocational
It's funny how much of a loser you are.,Bullying,Vocational
You only add to society's burdens.,Bullying,Vocational
Being near you is intolerable to me.,Bullying,Vocational
You will never be content.,Bullying,Vocational
Your family is really disappointed in you.,Bullying,Vocational
You're simply causing difficulties.,Bullying,Vocational
You are such a nothing.,Bullying,Vocational
You will never succeed in this world.,Bullying,Vocational
"You are simply a reject, to put it simply.",Bullying,Vocational
You are such a time waster.,Bullying,Vocational
It's unbelievable how useless you are.,Bullying,Vocational
Everyone just finds you annoying.,Bullying,Vocational
You'll constantly be gazing in from the outside.,Bullying,Vocational
You may count on daily suffering from me.,Bullying,Vocational
"This video is absolutely amazing!""",Bullying,Vocational
"""I can't stop watching this, it's so captivating.""",Not-Bullying,
"""You've really outdone yourself with this one!""",Not-Bullying,
"""Thanks for sharing such valuable content.""",Not-Bullying,
"""Your creativity knows no bounds!""",Not-Bullying,
"""I've learned so much from this video, thank you.""",Not-Bullying,
"""Every second of this video was worth it.""",Not-Bullying,
"""You're a true talent, keep it up!""",Not-Bullying,
"""This deserves way more views and likes.""",Not-Bullying,
"""I'm subscribing right now, can't miss your future content!""",Not-Bullying,
"""Your passion really shines through in your videos.""",Not-Bullying,
"""You've got a new fan here!""",Not-Bullying,
"""This is the quality content I've been looking for.""",Not-Bullying,
"""Bravo! Well done.""",Not-Bullying,
"""You make it look so easy, but I know it's not",Not-Bullying,
"Your posts should be included in the 'Great Moments in Comedy' archives!""",Not-Bullying,
"""This post is like a symphony of laughter in my feed!""",Bullying,Troll
"""You're the curator of the Instagram Comedy Museum!""",Bullying,Troll
"""This post is the 'LOL' at the end of my day!""",Bullying,Troll
"""Your humor is the compass that points to laughter!""",Bullying,Troll
"""You're the MVP (Most Valuable Pranker) of Instagram humor!""",Bullying,Troll
"""This post just turned my day around like a comedy U-turn!""",Bullying,Troll
"""Your account is the amusement park of my Instagram!""",Bullying,Troll
"""This post should have its own comedy award show!""",Bullying,Troll
"""If Instagram had a 'Funniest Person Alive' award, it would go to you!""",Bullying,Troll
"Your posts are the funniest thing since dad jokes!""",Bullying,Troll
"""You're the reigning champion of Instagram humor!""",Bullying,Troll
"""This post is like a laughter potion for my soul!""",Bullying,Troll
"""I'm skeptical of religious claims about divine revelations and prophetic visions.""",Bullying,Troll
"""Religion sometimes promotes a fear of interfaith dialogue and cooperation.""",Bullying,Religion
"I'm concerned about the historical persecution of religious minorities and heretics.""",Bullying,Religion
"""Religion can lead to the suppression of scientific inquiry and advancement.""",Bullying,Religion
"""Religious teachings can perpetuate a sense of moral superiority among believers.""",Bullying,Religion
"I'm impressed by your dedication to your craft.""",Not-Bullying,
"""The editing in this video is on point.""",Not-Bullying,
"""I love the attention to detail in your work.""",Not-Bullying,
"""This video brightened my day, thank you!""",Not-Bullying,
"""You've just earned yourself a like and a comment!""",Not-Bullying,
"""Your personality really makes the video enjoyable.""",Not-Bullying,
"""I can't wait to see what you come up with next!""",Not-Bullying,
"""This video is a masterpiece.""",Not-Bullying,
"""You're an inspiration to us all.""",Not-Bullying,
"""Your channel deserves to go viral!""",Not-Bullying,
"""This deserves an award.""",Not-Bullying,
"""I've shared this with all my friends.""",Not-Bullying,
"""You've got a unique and authentic style.""",Not-Bullying,
"""Your dedication to quality is evident.""",Not-Bullying,
"""You're a true professional.""",Not-Bullying,
"""I'm in awe of your talent.""",Not-Bullying,
"""Your hard work really paid off.""",Not-Bullying,
"The exploitation of economic disparities for political populism deepens social divisions.""",Not-Bullying,
"I appreciate the effort you put into this.""",Bullying ,Political
"""You've earned my respect.""",Not-Bullying,
"""This is content gold.""",Not-Bullying,
"""I can't stop smiling while watching this.""",Not-Bullying,
"""You have a gift for this.""",Not-Bullying,
"""I'm addicted to your channel now.""",Not-Bullying,
"""You're raising the bar for content creators.""",Not-Bullying,
"""I wish I could give this video more than one like!""",Not-Bullying,
"""You make the internet a better place.""",Not-Bullying,
"""Your positivity is contagious.""",Not-Bullying,
"""I can't get enough of your videos.""",Not-Bullying,
"""I'm binge-watching your entire channel tonight!""",Not-Bullying,
"""This is the kind of content I live for.""",Not-Bullying,
"""I'm blown away by your talent.""",Not-Bullying,
"""Your video just made my day.""",Not-Bullying,
"""I've never hit the 'subscribe' button faster!",Not-Bullying,
"Your posts are the best comedy show on the internet!""",Not-Bullying,
"""This post should come with a 'Warning: May Cause Laughing Fits' label!""",Bullying,Troll
"""You're like the stand-up comedian of my Instagram feed!""",Bullying,Troll
"""This post is the comedy gold mine of my day!""",Bullying,Troll
"""You deserve all the success coming your way.""",Not-Bullying,
"""I'm your biggest fan now.""",Not-Bullying,
"""Your content is top-notch.""",Not-Bullying,
"""You've got a natural talent for this.""",Not-Bullying,
"""This video deserves to go viral.""",Not-Bullying,
"""You're changing lives with your content.""",Not-Bullying,
"""Your passion is inspiring.""",Not-Bullying,
"""I look forward to every upload from you.""",Not-Bullying,
"""You've got the magic touch.""",Not-Bullying,
"""This is a work of art.""",Not-Bullying,
"""You've got a bright future ahead.""",Not-Bullying,
"""This is legendary.""",Not-Bullying,
"""You're a YouTube icon.""",Not-Bullying,
"""Your content is pure gold.",Not-Bullying,
"The neglect of cybersecurity precautions leaves critical infrastructure vulnerable to cyberattacks.""",Not-Bullying,
"You've got a loyal subscriber in me.""",Not-Bullying,
"""You're a breath of fresh air on YouTube.""",Not-Bullying,
"""You're making the internet a better place.""",Not-Bullying,
"""Your content is a ray of sunshine.""",Not-Bullying,
"""I can't wait to see where your channel goes.""",Not-Bullying,
"""You've got an incredible talent.""",Not-Bullying,
"""You're the best at what you do.""",Not-Bullying,
"""I'm inspired by your creativity.""",Not-Bullying,
"""You're a true visionary.""",Not-Bullying,
"""You're a YouTube sensation in the making.""",Not-Bullying,
"""Your content deserves all the awards.""",Not-Bullying,
"""I can't believe how amazing this is.""",Not-Bullying,
"""Your dedication is unmatched.""",Not-Bullying,
"""You're a rising star.""",Not-Bullying,
"""You make it look effortless.",Not-Bullying,
"This video is a work of art.""",Not-Bullying,
"""Your charisma is magnetic.""",Not-Bullying,
"""You're a true inspiration.""",Not-Bullying,
"""You're making waves in the YouTube world.""",Not-Bullying,
"""This is pure genius.""",Not-Bullying,
"""You're a content creator extraordinaire.""",Not-Bullying,
"""You've got the Midas touch.""",Not-Bullying,
"""You're a legend in the making.""",Not-Bullying,
"""Your videos are pure gold.""",Not-Bullying,
"""You're a YouTube superstar!""",Not-Bullying,
"Your channel is a true masterpiece, and each video is a work of art. Thank you for sharing your creativity.""",Not-Bullying,
"""Your authenticity and passion are a beacon of light in the online world. Keep shining brightly.""",Not-Bullying,
"""Your positivity is infectious, and it has the power to brighten anyone's day. Thank you for spreading joy.""",Not-Bullying,
"""Your storytelling is like a captivating novel, and I'm always eager to see what happens next.""",Not-Bullying,
"""Your commitment to delivering high-quality content is evident in every video you produce.""",Not-Bullying,
"""Your channel is a well of inspiration and wisdom, and I'm constantly learning from your videos.""",Not-Bullying,
"""Your impact on your viewers is incredible. You've created a community that supports and uplifts one another.""",Not-Bullying,
"""Your kindness and empathy shine through in your interactions with your audience. You truly care about us.""",Not-Bullying,
"""Your positivity is like a ray of sunshine, brightening our lives and reminding us of the beauty in the world.""",Not-Bullying,
Cyberattacks on the Israeli government,Bullying,Ethnicity
"capable of airstrikes, suicide missions and reconnaissance for domestic use as well as export to Middle East allies and Russia",Bullying ,Ethnicity
"Arming, training, and funding proxies in Lebanon, Syria, Iraq and Yemen",Bullying ,Ethnicity
Bangladesh is a political country,Bullying ,Ethnicity
"Israeli government targets are subjected to cyberattacks with the ability to launch airstrikes, suicide operations, and reconnaissance missions for both internal and export to Russia and Middle Eastern partners.",Bullying ,Ethnicity
"financing, equipping, and supporting proxies in Yemen, Syria, Lebanon, and Iraq",Bullying ,Ethnicity
your culture is a tottaly lame,Bullying ,Ethnicity
i didnt like your culture,Bullying ,Ethnicity
how lame your country is,Bullying ,Ethnicity
you and your society fuck off,Bullying ,Ethnicity
i dont care about  what society says,Bullying ,Ethnicity
nigga is very lame in our society,Bullying ,Ethnicity
fuck off the country whats do,Bullying ,Ethnicity
Israel has been involved in conflicts and wars with Palestinian groups in the Gaza Strip,Bullying ,Ethnicity
"Wow, this is breathtaking!",Not-Bullying,
"""Absolutely stunning! ",Not-Bullying,
"""This is art in its purest form.""",Not-Bullying,
"""You always manage to capture the beauty in everything.""",Not-Bullying,
"""Speechless! ",Not-Bullying,
"""How do you do it every time? ",Not-Bullying,
"""Incredible shot! ",Not-Bullying,
"""You have an eye for detail like no other.""",Not-Bullying,
"""Your photos make my day better.""",Not-Bullying,
"""This is picture-perfect.""",Not-Bullying,
"""I can't get enough of your feed!""",Not-Bullying,
"""You're a true talent.""",Not-Bullying,
"""You make ordinary things look extraordinary.""",Not-Bullying,
"""Your feed is a work of art!""",Not-Bullying,
"""Keep blessing our feeds with your magic.""",Not-Bullying,
"""You're the definition of goals!""",Not-Bullying,
"""Every post is a masterpiece.""",Not-Bullying,
I found some sex positions,Bullying,Sexual
I think itâs time we tried anal.,Bullying ,Sexual
Does the thought of me with another girl turn you on a little or a lot ,Bullying ,Sexual
You have a choice tonight: anal or oral. So whats it gonna be?,Bullying ,Sexual
"If you can guess what color my bra is, I'll give you a blow job tonight",Bullying ,Sexual
You're such a sexy thing  I can't get you out of my mind.,Bullying ,Sexual
Whats your favorite sex position?,Bullying ,Sexual
"When we meet, Iâm going to [insert sexual activity of choice].",Bullying ,Sexual
"When you walk through that door, Ill push you against the wall and shower you with kisses.",Bullying ,Sexual
I have a surprise for you tonight! (wink emoji),Bullying ,Sexual
Thinking about last evening is making me hot and bothered.,Bullying ,Sexual
What are you wearing?,Bullying ,Sexual
Wanna have sex tonight? I'll be wearing (attach a picture of your sexy lingerie),Bullying ,Sexual
I'll rip your clothes off as soon as I see you.,Bullying ,Sexual
I love it when you talk like that!,Bullying ,Sexual
Bite me!,Bullying ,Sexual
Grab my ass,Bullying ,Sexual
Iâm so wet right now,Bullying ,Sexual
Come for me,Bullying ,Sexual
Touch me everywhere,Bullying ,Sexual
I want you to go down on me until I tell you to stop.,Bullying ,Sexual
Dont stop!,Bullying ,Sexual
Do you like that?,Bullying ,Sexual
Choke me,Bullying ,Sexual
Moan for me,Bullying ,Sexual
"I'm in love with your style.""",Bullying ,Sexual
"""My jaw dropped! """,Not-Bullying,
"""This gives me all the feels.""",Not-Bullying,
"""You have a gift for capturing moments.""",Not-Bullying,
"""This is beyond amazing!""",Not-Bullying,
"""Your photos are a work of heart.""",Not-Bullying,
"""You're making the world more beautiful, one photo at a time.""",Not-Bullying,
"""You have a unique perspective.""",Not-Bullying,
"""This shot is pure magic.""",Not-Bullying,
"""Bravo! """,Not-Bullying,
"""This belongs in a gallery.""",Not-Bullying,
"""You've got serious skills!""",Not-Bullying,
"""I'm bookmarking this for inspiration.""",Not-Bullying,
"""You're an artist with a camera.""",Not-Bullying,
"""Your passion shines through in your work.""",Not-Bullying,
"""You have the Midas touch!",Not-Bullying,
I love it when you touch me [insert suitable body part].,Bullying,Sexual
You feel so good inside me.,Bullying ,Sexual
I could spend all day between your legs.,Bullying ,Sexual
You do that so well.,Bullying ,Sexual
I love your body.,Bullying ,Sexual
I love it when you bite me.,Bullying ,Sexual
I love it when you whisper in my ear.,Bullying ,Sexual
I love the way you taste.,Bullying ,Sexual
I love the way you moan.,Bullying ,Sexual
I love the way you stroke me.,Bullying ,Sexual
"You would look even better on my bed.""",Bullying ,Sexual
"""I'm going to have my way with you and I won't stop until you're quivering.""",Bullying ,Sexual
"""I want your ass in my bed.""",Bullying ,Sexual
